CaseID,Duration,B2,B7_a,B7_b,D1A,D1E,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h
9105,1526,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9106,991,living comfortably,excellent,excellent,no,no,no,no,yes,no,no,no,no,no
9107,2561,doing okay,good,poor,yes,no,no,no,no,no,yes,no,yes,no
9108,810,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9109,1764,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9110,2475,just getting by,only fair,only fair,no,no,no,no,yes,no,yes,no,no,no
9111,1001,doing okay,excellent,good,no,no,yes,no,yes,no,no,no,no,no
9112,985,living comfortably,only fair,only fair,no,no,yes,no,yes,no,no,no,no,no
9113,703,doing okay,good,only fair,no,yes,yes,no,no,no,no,no,no,no
9114,1040,doing okay,good,good,no,yes,no,no,yes,no,no,no,no,no
9115,860,living comfortably,good,good,yes,no,no,yes,no,no,no,no,no,no
9116,1162,living comfortably,good,excellent,yes,no,yes,no,no,no,no,no,no,no
9117,1050,living comfortably,excellent,excellent,yes,no,yes,no,yes,no,no,no,no,no
9118,1428,just getting by,good,only fair,yes,no,no,yes,no,no,yes,no,no,no
9119,471,doing okay,good,good,no,yes,yes,no,no,no,no,no,no,no
9120,1644,living comfortably,good,excellent,yes,no,no,no,yes,no,no,no,no,no
9121,785,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
9122,2485,doing okay,good,good,no,no,no,yes,yes,no,no,no,no,no
9123,1128,finding it difficult to get by,poor,only fair,yes,yes,no,no,no,no,no,no,no,yes
9124,759,just getting by,poor,poor,yes,no,no,no,yes,no,no,no,no,no
9125,907,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9126,745,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9127,1158,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9128,1128,just getting by,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
9129,716,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9130,1617,living comfortably,good,poor,no,no,no,no,yes,no,no,no,no,no
9131,994,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
9132,1175,living comfortably,good,excellent,no,no,yes,no,yes,no,no,no,no,no
9133,1439,living comfortably,good,good,yes,yes,yes,no,yes,no,no,no,no,no
9134,1531,doing okay,good,only fair,yes,yes,no,no,yes,no,no,no,no,no
9135,948,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9136,1516,doing okay,good,good,no,no,yes,no,no,no,no,no,no,no
9137,952,living comfortably,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
9138,916,living comfortably,only fair,only fair,no,yes,yes,no,no,no,no,no,no,no
9139,1195,just getting by,only fair,only fair,yes,yes,,,,,,,,
9140,1284,living comfortably,good,good,no,no,no,yes,yes,no,no,no,no,no
9141,1701,just getting by,good,good,no,no,yes,no,no,no,no,no,no,no
9142,1167,doing okay,only fair,good,yes,no,no,yes,no,no,no,no,no,no
9143,1716,doing okay,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
9144,2983,doing okay,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
9145,884,doing okay,only fair,good,no,no,yes,no,no,no,no,no,no,no
9146,762,living comfortably,only fair,poor,yes,no,yes,no,no,no,no,no,no,no
9147,1304,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9148,1616,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
9149,939,doing okay,excellent,good,no,no,yes,no,no,no,no,no,no,no
9150,809,living comfortably,good,only fair,no,no,yes,no,yes,no,no,no,no,no
9151,1460,living comfortably,poor,only fair,no,yes,yes,no,no,no,no,no,no,no
9152,1098,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9153,1031,just getting by,good,only fair,no,no,no,no,yes,no,yes,no,no,no
9154,921,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9155,829,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9157,804,doing okay,good,excellent,no,no,yes,no,no,no,no,no,no,no
9158,885,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9159,1234,finding it difficult to get by,only fair,only fair,yes,no,no,no,no,no,no,no,no,yes
9160,752,just getting by,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9161,1150,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9162,1036,living comfortably,good,good,yes,yes,yes,no,no,no,no,no,no,no
9163,1067,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9164,12979,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9165,1285,just getting by,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9166,748,just getting by,poor,poor,yes,yes,yes,no,yes,no,no,no,no,no
9167,1074,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9168,924,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
9169,954,doing okay,only fair,good,no,no,yes,no,no,no,no,no,no,no
9170,1410,living comfortably,good,good,yes,yes,yes,no,no,no,no,no,no,no
9171,209976,doing okay,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9172,748,just getting by,good,only fair,no,yes,yes,no,no,no,no,no,no,no
9173,548,living comfortably,good,only fair,no,no,yes,no,yes,yes,no,no,no,no
9174,1509,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9175,520,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9176,2096,doing okay,good,good,no,no,yes,no,yes,no,no,no,no,no
9177,805,finding it difficult to get by,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
9178,1198,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
9179,1033,living comfortably,only fair,only fair,yes,no,yes,no,yes,no,no,no,no,no
9180,453,living comfortably,excellent,poor,no,no,no,no,no,no,no,no,no,yes
9181,1078,living comfortably,good,excellent,yes,no,yes,no,yes,no,no,no,no,no
9182,1095,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9183,1298,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
9184,1224,just getting by,good,only fair,no,no,yes,no,no,no,no,no,no,no
9185,1165,finding it difficult to get by,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
9186,842,living comfortably,good,only fair,no,no,yes,no,yes,no,no,no,no,no
9187,1263,just getting by,only fair,good,yes,no,no,yes,no,no,no,no,no,no
9188,1547,doing okay,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
9189,586,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9190,1654,just getting by,poor,poor,yes,yes,yes,no,yes,no,no,no,no,no
9191,1066,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9192,897,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
9193,1343,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9194,1069,living comfortably,excellent,good,no,yes,no,no,yes,no,no,no,no,no
9195,1951,doing okay,excellent,good,yes,yes,no,no,yes,no,no,no,no,no
9196,75713,doing okay,only fair,good,no,yes,no,no,no,no,no,no,no,yes
9197,699,living comfortably,good,poor,yes,no,yes,no,no,no,no,no,no,no
9198,897,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
9199,572,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9200,4802,just getting by,poor,poor,yes,yes,no,yes,yes,no,no,no,no,no
9201,1354,doing okay,good,good,yes,yes,no,no,no,no,no,no,yes,no
9202,919,living comfortably,good,excellent,yes,yes,no,no,yes,no,no,no,no,no
9203,915,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9204,992,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9205,666,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9206,1672,doing okay,good,good,yes,no,no,yes,yes,no,yes,yes,yes,no
9207,3731,living comfortably,only fair,excellent,yes,no,no,no,yes,no,no,no,no,no
9208,2557,living comfortably,good,excellent,no,no,no,no,yes,no,no,no,no,no
9209,951,doing okay,good,good,yes,no,no,yes,no,no,no,no,no,no
9210,816,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
9211,644,doing okay,only fair,good,yes,no,yes,no,no,no,no,no,no,no
9212,1548,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9213,1510,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9214,810,living comfortably,excellent,good,no,no,yes,no,no,no,no,no,no,no
9215,1248,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9216,645,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9217,1622,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9218,70888,doing okay,good,only fair,yes,no,no,no,no,no,no,no,yes,no
9219,1241,just getting by,good,good,yes,yes,no,no,no,no,yes,no,no,no
9220,882,just getting by,good,only fair,yes,no,no,no,no,no,no,no,no,yes
9221,447,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
9222,1146,living comfortably,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
9223,739,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
9224,1142,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9225,704,just getting by,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9226,1021,doing okay,good,good,yes,yes,yes,no,yes,no,no,no,no,no
9227,672,doing okay,good,excellent,yes,no,no,yes,no,no,no,no,no,no
9228,52060,living comfortably,excellent,good,no,no,yes,no,yes,no,no,no,no,no
9229,1144,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9230,1501,finding it difficult to get by,good,good,no,no,no,no,yes,no,no,no,no,no
9231,1380,living comfortably,excellent,only fair,no,no,yes,no,no,no,no,no,no,no
9232,949,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
9233,2807,just getting by,good,good,yes,no,no,yes,no,no,no,no,no,no
9234,1284,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
9235,2605,doing okay,only fair,good,no,no,no,no,yes,no,yes,no,no,no
9236,2690,just getting by,poor,only fair,no,no,no,no,yes,no,yes,no,no,no
9237,1154,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
9238,2140,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9239,2756,doing okay,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
9240,1517,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9241,1445,living comfortably,only fair,poor,no,no,no,no,yes,no,no,no,no,no
9242,2864,doing okay,good,only fair,yes,yes,yes,no,yes,no,no,no,no,no
9243,1151,living comfortably,excellent,good,yes,no,yes,no,no,no,no,no,no,no
9244,1201,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9245,973,living comfortably,good,only fair,no,yes,no,no,yes,no,no,no,no,no
9246,2374,living comfortably,good,good,no,no,no,no,no,no,no,no,no,yes
9247,1096,doing okay,good,only fair,yes,no,no,yes,no,no,no,no,no,no
9248,1445,just getting by,good,only fair,no,no,no,no,no,no,no,no,no,yes
9249,1318,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
9250,1186,doing okay,only fair,only fair,no,yes,no,no,no,no,no,no,no,yes
9251,1488,doing okay,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
9252,1065,doing okay,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
9253,2010,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9254,979,just getting by,good,good,yes,yes,yes,no,yes,no,no,no,no,no
9255,3226,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
9256,802,just getting by,good,only fair,yes,yes,no,yes,no,no,no,no,no,no
9257,1771,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9258,1345,just getting by,only fair,good,yes,yes,no,no,yes,no,no,no,no,no
9259,820,doing okay,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
9260,1040,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9261,4728,just getting by,good,only fair,no,no,no,no,no,no,no,no,no,yes
9262,801,doing okay,good,only fair,yes,yes,no,no,no,no,yes,yes,no,no
9263,1246,doing okay,only fair,poor,yes,yes,yes,no,yes,no,no,no,no,no
9264,751,living comfortably,only fair,good,yes,yes,no,yes,yes,no,no,no,no,no
9265,2195,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
9266,1435,just getting by,poor,poor,yes,yes,no,no,yes,no,no,no,no,no
9267,1474,finding it difficult to get by,poor,good,yes,yes,no,no,no,yes,no,no,no,no
9268,1845,doing okay,only fair,only fair,no,yes,yes,no,no,no,no,no,no,no
9269,981,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9270,1371,doing okay,only fair,good,yes,yes,no,yes,no,no,no,no,no,no
9271,1100,doing okay,good,good,yes,no,no,yes,no,no,no,no,no,no
9272,871,doing okay,good,good,yes,yes,yes,no,no,no,no,no,no,no
9273,1313,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9274,1000,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9275,1073,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
9276,856,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9277,794,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9278,931,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
9279,1364,just getting by,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9280,998,doing okay,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9281,1146,just getting by,poor,poor,yes,no,no,no,no,no,no,no,no,yes
9282,2099,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9283,1935,finding it difficult to get by,only fair,only fair,no,no,no,no,no,no,yes,no,no,no
9284,1163,living comfortably,excellent,only fair,no,no,no,no,yes,no,no,no,no,no
9285,3062,just getting by,poor,poor,yes,yes,no,no,yes,no,no,no,yes,no
9286,180223,living comfortably,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9287,1071,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
9288,721,just getting by,only fair,only fair,no,yes,yes,no,no,no,no,no,no,no
9289,1285,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9290,1164,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9291,705,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9292,29780,doing okay,excellent,good,yes,yes,no,no,yes,no,no,no,no,no
9293,3426,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
9294,856,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
9295,1237,just getting by,good,good,yes,yes,no,yes,no,no,no,no,no,no
9296,1242,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9297,735,just getting by,good,good,no,yes,no,yes,no,no,no,no,no,no
9298,1936,just getting by,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
9299,1772,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
9300,1376,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9301,1619,just getting by,poor,good,no,yes,no,no,yes,no,yes,no,yes,no
9302,1303,doing okay,good,good,no,no,no,no,no,no,no,no,no,yes
9303,1841,living comfortably,good,poor,no,yes,yes,no,yes,no,no,no,no,no
9304,970,doing okay,excellent,good,yes,yes,no,no,yes,no,no,no,no,no
9305,2439,doing okay,good,good,yes,no,no,no,yes,yes,no,no,no,no
9306,1565,living comfortably,good,good,no,yes,no,no,no,no,yes,no,no,no
9307,1868,just getting by,good,good,no,yes,no,no,no,no,no,no,no,yes
9308,1191,just getting by,good,good,no,no,no,yes,no,no,no,no,no,no
9309,697,living comfortably,good,only fair,yes,no,no,no,no,yes,no,no,no,no
9310,837,doing okay,only fair,good,no,yes,no,no,yes,no,no,no,no,no
9311,750,living comfortably,excellent,only fair,no,no,yes,no,no,no,no,no,no,no
9312,1479,just getting by,only fair,poor,yes,yes,yes,no,no,no,yes,no,no,yes
9313,1733,living comfortably,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
9314,155811,just getting by,good,good,yes,no,no,yes,no,no,no,no,no,no
9315,788,doing okay,only fair,poor,yes,no,yes,no,yes,no,no,no,no,no
9316,663,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9317,5802,doing okay,good,good,yes,no,no,yes,yes,no,no,no,no,no
9318,707,doing okay,only fair,poor,yes,yes,yes,no,no,no,no,no,no,no
9319,1365,living comfortably,good,good,yes,no,yes,no,yes,no,no,no,no,no
9320,988,doing okay,only fair,good,yes,no,no,no,yes,no,no,no,no,no
9321,1367,doing okay,only fair,only fair,yes,yes,yes,no,yes,no,yes,no,no,no
9322,1099,doing okay,good,only fair,no,yes,no,no,no,yes,no,no,yes,yes
9323,1294,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9324,915,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9325,1075,doing okay,good,excellent,yes,no,no,no,yes,no,no,no,no,no
9326,962,doing okay,good,only fair,yes,no,no,no,no,no,no,no,no,yes
9327,2242,living comfortably,only fair,poor,yes,no,yes,no,no,no,no,no,no,no
9328,963,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9329,1269,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
9330,1763,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9331,1579,living comfortably,poor,only fair,yes,no,no,no,yes,no,no,no,no,no
9332,926,living comfortably,poor,poor,no,no,yes,no,no,no,no,no,no,no
9333,1107,doing okay,only fair,good,no,yes,no,no,yes,no,no,no,no,no
9334,1074,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9335,1139,doing okay,poor,only fair,yes,no,no,no,yes,no,no,no,no,no
9336,14056,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9337,888,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9338,1574,living comfortably,excellent,only fair,yes,no,yes,no,no,no,no,no,no,no
9339,1198,doing okay,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
9340,1123,living comfortably,excellent,excellent,no,yes,no,no,yes,no,no,no,no,no
9341,1469,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9342,1231,just getting by,only fair,poor,yes,yes,no,no,yes,no,no,no,no,no
9343,546,doing okay,good,good,no,no,no,no,no,no,no,no,no,yes
9344,687,doing okay,good,good,yes,no,no,no,no,no,no,no,no,yes
9345,879,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9346,1691,doing okay,good,good,yes,yes,no,no,yes,no,no,no,no,no
9347,4959,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9348,1439,just getting by,poor,poor,yes,no,no,yes,no,no,no,no,no,no
9349,1576,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9350,1049,doing okay,only fair,good,no,no,no,no,yes,no,no,no,no,no
9351,1038,doing okay,only fair,poor,no,no,no,no,no,no,no,no,no,yes
9352,1232,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9353,1191,living comfortably,excellent,excellent,yes,no,no,no,yes,no,no,no,no,no
9354,1191,living comfortably,good,good,yes,no,yes,no,no,no,no,no,no,no
9355,439,just getting by,good,good,yes,yes,yes,no,no,no,no,no,no,no
9356,1439,just getting by,good,only fair,yes,no,no,yes,no,no,no,no,no,no
9357,1069,doing okay,only fair,poor,no,yes,no,no,yes,no,no,no,no,no
9358,943,just getting by,good,only fair,no,yes,no,no,no,no,no,no,no,yes
9359,1229,just getting by,only fair,poor,no,yes,no,yes,no,no,no,no,no,yes
9360,1054,finding it difficult to get by,poor,poor,no,no,no,no,no,no,no,no,no,yes
9361,1478,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9362,1084,just getting by,only fair,only fair,yes,yes,no,yes,no,no,no,no,no,no
9363,1228,living comfortably,excellent,good,yes,yes,yes,yes,yes,no,no,no,no,no
9364,1111,living comfortably,only fair,good,yes,no,no,no,yes,no,no,no,no,no
9365,718,living comfortably,good,only fair,no,yes,no,no,yes,no,no,no,no,no
9366,1703,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9367,872,living comfortably,good,good,no,no,yes,no,no,no,no,no,no,no
9368,1165,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9369,807,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9370,1057,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9371,769,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9372,4988,living comfortably,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
9373,639,doing okay,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
9374,2975,just getting by,good,good,yes,no,no,no,yes,no,no,no,no,no
9375,3704,living comfortably,excellent,excellent,no,yes,no,yes,no,no,yes,no,no,no
9376,936,living comfortably,only fair,only fair,yes,no,yes,no,no,no,no,no,no,no
9377,1193,finding it difficult to get by,good,good,no,yes,no,yes,no,no,no,no,no,no
9378,1506,doing okay,poor,poor,yes,no,yes,no,no,no,no,no,no,no
9379,1704,doing okay,only fair,only fair,no,no,no,no,no,no,no,yes,no,no
9380,846,just getting by,good,only fair,yes,yes,yes,no,no,no,no,no,no,no
9381,762,just getting by,excellent,good,yes,no,no,no,no,no,no,no,no,yes
9382,946,doing okay,good,good,yes,yes,yes,no,yes,no,no,no,no,no
9383,856,living comfortably,good,poor,yes,yes,yes,no,no,no,no,no,no,no
9384,1110,living comfortably,excellent,excellent,no,no,yes,no,no,no,no,no,no,no
9385,1057,just getting by,only fair,only fair,yes,no,no,no,no,no,no,no,no,yes
9386,641,living comfortably,only fair,poor,yes,no,no,no,yes,no,no,no,no,no
9387,1119,living comfortably,good,only fair,yes,no,yes,no,yes,no,no,no,no,no
9388,979,doing okay,good,good,no,no,no,no,yes,no,no,no,no,no
9389,788,finding it difficult to get by,good,poor,yes,yes,no,no,no,no,no,no,no,yes
9390,1011,just getting by,only fair,good,no,yes,no,yes,no,no,no,no,no,no
9391,1170,doing okay,good,excellent,yes,no,no,no,yes,no,no,no,no,no
9392,942,just getting by,only fair,only fair,yes,no,no,no,no,no,no,no,no,yes
9393,1392,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
9394,1799,just getting by,only fair,poor,no,yes,no,no,no,no,no,yes,no,no
9395,1357,doing okay,poor,poor,yes,yes,yes,no,no,yes,no,yes,no,no
9396,764,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9397,935,doing okay,only fair,only fair,yes,no,no,yes,no,no,no,no,no,no
9398,954,living comfortably,good,only fair,no,no,yes,no,no,no,no,no,no,no
9399,870,doing okay,only fair,good,no,yes,no,no,yes,no,no,no,no,no
9400,1394,finding it difficult to get by,good,only fair,no,no,no,yes,no,no,no,no,no,no
9401,7628,living comfortably,good,good,no,yes,yes,no,no,no,no,no,no,no
9402,1895,living comfortably,only fair,poor,no,no,yes,no,no,no,no,no,no,no
9403,1284,just getting by,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9404,865,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9405,1824,doing okay,good,only fair,yes,yes,yes,yes,yes,no,no,no,no,no
9406,1302,doing okay,good,only fair,no,no,no,no,yes,no,no,no,no,no
9407,944,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9408,550,doing okay,good,good,yes,no,no,no,no,no,no,no,no,yes
9409,958,doing okay,excellent,excellent,yes,no,yes,no,no,no,no,no,no,no
9410,82296,living comfortably,good,good,yes,yes,no,no,yes,no,no,no,no,no
9411,2211,doing okay,good,good,yes,no,yes,no,yes,no,no,no,no,no
9412,541,living comfortably,only fair,good,yes,no,no,no,yes,no,no,no,no,no
9413,810,doing okay,good,good,yes,no,no,yes,no,no,no,no,no,no
9414,803,doing okay,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9415,1772,living comfortably,excellent,only fair,yes,yes,no,no,yes,no,no,no,no,no
9416,5150,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9417,763,doing okay,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9418,5115,living comfortably,good,good,no,no,no,no,yes,no,no,no,no,no
9419,1363,just getting by,poor,only fair,no,yes,no,no,no,yes,no,no,no,no
9420,724,living comfortably,excellent,good,yes,no,yes,no,yes,no,no,no,no,no
9421,1148,doing okay,only fair,only fair,no,yes,no,no,yes,no,no,no,no,no
9422,2481,doing okay,only fair,only fair,no,yes,no,no,yes,yes,no,no,no,no
9423,1327,living comfortably,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9424,84577,doing okay,poor,only fair,yes,yes,yes,no,no,no,no,no,no,no
9425,1021,just getting by,only fair,good,no,yes,no,no,no,no,no,no,no,yes
9426,810,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9427,1028,doing okay,only fair,only fair,yes,yes,no,no,yes,no,no,no,no,no
9428,948,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9429,1115,doing okay,good,good,yes,no,no,yes,no,no,no,no,no,no
9430,2172,doing okay,good,good,yes,no,no,no,yes,no,no,no,no,no
9431,1149,finding it difficult to get by,poor,poor,no,no,no,no,no,no,no,no,no,yes
9432,1299,just getting by,only fair,good,yes,no,no,yes,no,no,no,no,no,no
9433,853,doing okay,only fair,only fair,no,no,no,no,no,no,yes,no,no,no
9434,1034,living comfortably,only fair,only fair,yes,yes,yes,no,no,no,no,no,no,no
9435,1359,doing okay,poor,poor,yes,yes,yes,no,no,no,no,no,no,no
9436,817,doing okay,good,only fair,no,yes,no,no,no,no,yes,no,yes,no
9437,1185,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9438,759,doing okay,good,poor,no,no,no,yes,yes,no,no,no,no,no
9439,1533,doing okay,good,good,yes,yes,yes,no,no,no,no,no,no,no
9440,5152,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
9441,1853,living comfortably,good,only fair,yes,no,yes,no,no,no,no,no,no,no
9442,929,doing okay,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
9443,2920,doing okay,good,only fair,yes,yes,yes,no,no,no,no,no,no,no
9444,887,doing okay,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9445,1040,finding it difficult to get by,poor,poor,yes,no,no,no,no,no,no,no,no,yes
9446,821,doing okay,good,good,yes,no,yes,no,no,no,no,no,no,no
9447,1519,just getting by,poor,poor,yes,yes,no,no,no,no,yes,no,yes,yes
9448,1299,doing okay,only fair,only fair,no,no,yes,no,no,no,no,no,no,no
9449,947,living comfortably,only fair,only fair,yes,no,no,no,yes,no,no,no,no,no
9450,956,living comfortably,excellent,good,no,no,no,no,yes,no,no,no,no,no
9451,1701,just getting by,only fair,only fair,no,no,no,yes,no,no,no,no,yes,no
9452,2039,finding it difficult to get by,only fair,only fair,no,yes,no,no,no,no,no,no,no,yes
9453,5727,finding it difficult to get by,only fair,only fair,no,yes,no,no,no,no,no,no,no,yes
9454,1382,living comfortably,good,good,no,no,yes,no,yes,no,no,no,no,no
9455,678,living comfortably,good,good,yes,no,no,no,yes,no,no,no,no,no
9456,2006,just getting by,good,only fair,yes,no,no,no,yes,no,no,no,no,no
9457,1317,living comfortably,excellent,excellent,no,yes,no,no,yes,no,no,no,no,no
9458,675,doing okay,only fair,good,yes,no,yes,no,yes,no,no,no,no,no
9459,1174,living comfortably,only fair,only fair,no,no,no,no,yes,no,no,no,no,no
